bibcode,loc,status,count,time
2013IAUS..288..218R,Laboratoire Lagrange UMR7293 Université de Nice Sophia-Antipolis CNRS Observatoire de la Côte d'Azur BP 4229 F-06304 Nice Cedex 4 France,ZERO_RESULTS,12,2014-01-10 19:29:02
