bibcode,Location,lat,long,address,country,state,trusted,count
2010cosp...38.2515N,National Astronomical Observatory of Japan,35.675224,139.537814,"National Astronomical Observatory of Japan, 2 Chome-2-21-1 Osawa, Mitaka, Tokyo 181-0015, Japan",Japan,Tokyo,False,2
2010cosp...38.2515N,Institute of Space and Astronautical Science Japan Aerospace Exploration Agency,35.680808,139.55829,"Japanese space program, 7 Chome-44 Jindaiji Higashimachi, Chofu, Tokyo 182-0012, Japan",Japan,Tokyo,True,1
