bibcode,Location,lat,long,address,country,state,trusted,count
2009and..book..123S,Department of Earth Atmospheric and Planetary Sciences Department of Physics Massachusetts Institute of Technology,42.3588667,-71.0938246,"Massachusetts Institute of Technology, 77 Massachusetts Avenue, Cambridge, MA 02139, USA",United States,Massachusetts,True,1
