bibcode,Location,lat,long,address,country,state,trusted,count
2008PhDT........70O,California Institute of Technology,34.1376576,-118.125269,"California Institute of Technology, 1200 East California Boulevard, Pasadena, CA 91125, USA",United States,California,True,1
