bibcode,Location,lat,long,address,country,state,trusted,count
2009RMxAC..35R.287M,Universidad de Chile Chile,-33.4425164,-70.6373879,"Universidad de Chile - Diagonal Paraguay 257, Santiago, Santiago Metropolitan Region, Chile",Chile,Santiago Metropolitan Region,True,1
